pmid,ref_list
8415676,"['1557413', '8415732', '8633020', '7588622', '8446635', '2900137', '1689489', '1438289', '2783775', '7860629', '9932109', '1690426', '7991571', '8108445', '1409654', '7479875', '8240235', '7568089', '8078890', '9392006', '3140239', '8644866', '1905108', '8041753']"
1557413,"['8415676', '7860629', '8415732', '7588622', '8108445', '8446635', '1689489', '2900137', '8633020', '8041753', '7991571', '1409654', '2783775', '1438289', '8240235', '8468348', '1690426', '3140239', '1905108', '2503832', '9932109']"
1702541,['7991571']
7991571,"['7860629', '8078890', '8633020', '8108445', '7479875', '8446635', '8644866', '3140239', '1905108', '9932109', '9626067', '1409654', '9392006', '8546214', '8041753', '8240235', '1557413', '1438289', '7568089', '2503832', '1438191', '8415676', '1642228', '7721945', '8687416', '1704190', '1690426', '8415732', '1689489', '1702541']"
1438289,"['1899371', '3140239', '7860629', '1689489', '8415676', '7588622', '8078890', '8415732', '7991571', '1905108', '8446635', '8644866', '1704190', '8240235', '9626067', '8633020', '1557413', '8108445', '1409654', '2503832', '1690426', '7479875', '9392006', '7568089', '10077666', '9932109', '9371838', '7992840', '1652752', '8546214', '1438191', '8833912', '12414533', '8248242']"
8468348,"['7860629', '12515826', '8240235', '1557413', '9223340', '9811864', '8108445', '17470798', '11309494', '1899371', '7588622', '10518584', '10525535', '1689489', '8895567', '12011466', '11572965']"
8446635,"['8108445', '8633020', '8078890', '7860629', '7991571', '7479875', '8415676', '3140239', '1557413', '8240235', '8644866', '9392006', '2503832', '7992840', '9626067', '7568089', '8041753', '1905108', '1409654', '8546214', '8415732', '1438289', '9932109', '1438191', '7534068', '7588622', '8248242', '1689489', '8687416', '7721945', '2494659']"
1642228,"['1415269', '8352272', '10077666', '7991571', '7567974']"
3140239,"['7860629', '1905108', '2503832', '7991571', '8633020', '1438289', '8240235', '8108445', '8078890', '8446635', '1438191', '8644866', '1704190', '9626067', '1409654', '9932109', '8546214', '7479875', '1899371', '1689489', '9392006', '8041753', '1690426', '1557413', '7568089', '7992840', '8415676', '7588622', '8687416']"
1905108,"['3140239', '7860629', '8644866', '7991571', '8078890', '8633020', '7479875', '9626067', '8546214', '9932109', '1704190', '8108445', '8446635', '8240235', '1409654', '1438289', '9392006', '2503832', '7568089', '7588622', '1438191', '7992840', '1689489', '1279693', '8041753', '2494667', '1690426', '1557413', '8687416', '8415676', '1899371', '1443049']"
8644866,"['8546214', '8078890', '9626067', '9392006', '7991571', '1905108', '7860629', '8446635', '7479875', '3140239', '8633020', '9932109', '1438289', '8108445', '7568089', '8687416', '8240235', '7534068', '1704190', '1409654', '1689489', '1438191', '8041753', '1443049', '7992840', '7721945', '8415676', '2503832']"
8700905,[]
8546214,"['8644866', '8078890', '1690426', '9626067', '9392006', '7479875', '7991571', '1905108', '8446635', '7860629', '3140239', '7568089', '8687416', '8633020', '1438191', '9932109', '8240235', '8108445', '1438289', '1409654', '7721945', '7534068']"
1372166,[]
2508093,"['1899371', '7479875', '3053167', '8183935', '8633020']"
2437579,"['1693468', '3106969', '2459703']"
3106969,"['1376918', '2437579']"
3053167,"['1738605', '2508093']"
1409654,"['8633020', '7991571', '8415732', '7860629', '7588622', '8446635', '1905108', '1557413', '3140239', '8078890', '7479875', '8240235', '8108445', '1438289', '9626067', '8415676', '9932109', '8644866', '9392006', '7708769', '7721945', '8546214', '1689489', '7568089', '7568127', '1899371']"
1690426,"['8546214', '1704190', '1693468', '8415676', '1438289', '1557413', '7860629', '1689489', '3140239', '7588622', '9626067', '1905108', '8078890', '8633020', '7991571', '8415732', '8240235']"
1704190,"['1652752', '3140239', '7860629', '1905108', '1443049', '7992840', '1438289', '1689489', '8633020', '1690426', '8240235', '8644866', '9392006', '7991571', '8108445', '8456946', '1899371', '9932109', '8041753']"
1652752,"['1704190', '7992840', '1443049', '9371838', '1689489', '1438289', '8456946']"
1376918,"['3106969', '18546284']"
2503832,"['3140239', '7860629', '8446635', '1905108', '8240235', '8633020', '7991571', '8108445', '1438289', '8078890', '8041753', '1557413', '8644866', '9932109', '1689489']"
2494659,['8446635']
2900137,"['2783775', '8415676', '1557413', '1689489']"
1689489,"['7588622', '1557413', '8415676', '8415732', '1438289', '7860629', '1704190', '3140239', '1899371', '8644866', '1690426', '7992840', '7721945', '8108445', '8633020', '8895567', '8240235', '1443049', '8446635', '1652752', '1905108', '2783775', '7991571', '8468348', '1409654', '2900137', '2503832']"
2494667,"['1279693', '1905108', '1899371']"
7904796,[]
10781096,"['17391701', '9600990', '10639120', '9163350', '18626651']"
1438191,"['3140239', '8078890', '7479875', '9626067', '7991571', '8446635', '8546214', '8644866', '1905108', '7568089', '9392006', '8633020', '1438289', '7860629', '9687521']"
7568089,"['8248242', '8546207', '8078890', '7479875', '9466562', '8446635', '7991571', '9626067', '8644866', '8546214', '1905108', '9392006', '7860629', '8633020', '8687416', '1438289', '8415676', '3140239', '1438191', '8108445', '1409654', '7534068']"
8456946,"['1704190', '1652752']"
8248242,"['7568089', '8546207', '8446635', '9466562', '1279693', '8078890', '1438289']"
8546207,"['7568089', '8248242', '9466562']"
9163350,"['10781096', '10816430', '17391701', '10794724', '11311152', '10639120']"
9371838,"['11724968', '10077666', '1899371', '15331422', '1652752', '1438289']"
8041753,"['8633020', '7860629', '8108445', '7991571', '1557413', '8446635', '9932109', '7479875', '3140239', '8240235', '1905108', '8644866', '8078890', '2503832', '8415676', '1704190']"
10639120,"['10781096', '17391701', '9600990', '9163350']"
9600990,"['10781096', '9466562', '17391701', '18626651', '10639120']"
9466562,"['9600990', '8546207', '7568089', '8248242']"
8128961,"['8890772', '8726460', '7992850', '8618881', '7567974', '9506546', '10079115']"
10675211,[]
14991811,"['18633132', '15851728', '17604879', '18474722', '16613895', '18166704']"
17659190,[]
12754337,"['8352272', '7567974']"
18379440,"['18520774', '18684309', '17469117', '18506455', '17591968', '18546284', '17579875', '18535185', '18634762', '20154673', '18434538', '17003490', '18592312', '18802454', '18166704', '18223198', '18596549', '20400460', '18234697', '18723524']"
18434538,"['18506455', '18520774', '18634762', '18546284', '18592312', '18535185', '17469117', '18802454', '18684309', '18379440', '17591968', '20400460', '20154673']"
18535185,"['18634762', '18520774', '18506455', '18546284', '18802454', '18592312', '17591968', '17469117', '18379440', '18434538', '18684309', '20154673', '20400460']"
18506455,"['18520774', '18634762', '17469117', '18546284', '18379440', '18535185', '17591968', '18434538', '18802454', '18592312', '18684309', '20154673', '17579875', '20400460', '18166704']"
18546284,"['18506455', '18634762', '18684309', '18520774', '17469117', '18535185', '18379440', '18802454', '18592312', '18434538', '17591968', '20154673', '20400460', '17579875', '1376918']"
16567625,"['16344478', '8618881', '16344479', '11073810', '10816430', '7534068']"
16613895,"['18166704', '14991811']"
17008334,['16195246']
18625456,"['15495240', '9636220', '9811325', '12522269', '9789048', '1421571', '9973279', '9190213', '12756133']"
18631953,"['17591968', '12756133', '9973279']"
18684309,"['18379440', '17579875', '18802454', '17591968', '18546284', '18520774', '17469117', '18506455', '18596549', '20154673', '18634762', '18434538', '18592312', '18535185', '20400460', '18223198', '17003490', '18234697', '18723524', '16983685', '20562461', '18166704']"
18590784,[]
18634762,"['18506455', '18520774', '18535185', '18546284', '17469117', '18802454', '18434538', '18592312', '18379440', '18684309', '17591968', '20154673', '20400460']"
18378771,"['17291356', '17353379', '20026663', '16983685', '18183624', '18234697']"
18474722,"['18633132', '14991811', '15851728', '18166704']"
15615853,[]
15851728,"['17604879', '14991811', '18474722']"
16195246,['17008334']
9811325,"['9636220', '9789048', '9973279', '18625456', '15495240', '12756133', '12522269']"
17291356,"['18378771', '17353379', '20026663', '16983685']"
17012339,['7294261']
18090434,[]
18226108,"['19137005', '18234899']"
18234899,"['18434550', '18226108']"
16151530,[]
11438710,[]
15657137,"['10079115', '10611368', '9506546', '8890772', '17894374', '11073810', '16344478', '8618881', '7534068']"
16174740,"['17646382', '16452683', '17220890']"
16344478,"['16567625', '8618881', '10816430', '16344479', '10079115', '7534068', '11073810', '15657137']"
17646382,"['16174740', '16452683']"
17721864,"['16957580', '16452683']"
18480253,[]
18667360,[]
18852354,"['12756133', '9973279']"
17920160,['19296504']
12697936,[]
17077275,[]
17533169,"['17898323', '11930016', '17604879', '9781519', '17267521', '18166704', '16247049', '17353379', '10953178']"
11073810,"['10079115', '8618881', '1899371', '16567625', '16344478', '15657137', '8895567']"
17553421,['19204163']
18830724,[]
19204163,"['17553421', '17554300']"
18585350,['18579078']
17420311,"['17949987', '18562096', '17220890', '17943122', '17266761', '15792962']"
17949987,"['17420311', '18562096', '17266761', '17220890', '15792962']"
18562096,"['17420311', '17949987', '17220890', '17266761']"
16957580,"['17721864', '16452683']"
15295589,[]
17266761,"['15792962', '17949987', '17420311', '18562096']"
1899371,"['1438289', '7588622', '7860629', '9371838', '2508093', '3140239', '9811864', '8633020', '1689489', '9223340', '10077666', '11073810', '11724968', '1371464', '1279693', '7708769', '8468348', '7567974', '1905108', '8108445', '8240235', '2494667', '8833912', '1704190', '1409654']"
1738605,['3053167']
15161649,"['15170578', '16025283', '15505152']"
15792962,"['17266761', '12756133', '17097770', '17949987', '17420311']"
9973279,"['12756133', '9811325', '9789048', '9636220', '15495240', '18852354', '18625456', '18183624', '1421571', '16983685', '21072532', '17591968', '18631953', '9190213', '12522269', '18234697', '20562461']"
11517342,"['11266469', '11953314', '10525535']"
15583128,[]
16230462,"['17556541', '17470798', '12048239']"
10623648,"['12414533', '16341263', '12897211']"
11742091,['12011466']
12750461,['11815632']
15192701,[]
17268504,"['17268505', '11572965']"
17268505,"['17268504', '11572965', '17431506', '11395394']"
17258906,"['16354928', '18434550', '17121991', '11724968']"
17556541,"['14566063', '9223340', '18971484', '12048239', '16230462', '12011466', '10922078']"
18155846,"['12925731', '11724968', '15331422', '10077666']"
17894374,"['9781519', '17347250', '19339253', '15657137']"
18537546,[]
18971484,"['14566063', '17556541', '9223340', '10922078', '10801983', '10525535']"
18234697,"['18223198', '18723524', '18183624', '16983685', '17579875', '16718704', '18684309', '18596549', '20154673', '17353379', '9973279', '18379440', '18166704', '18378771']"
18183624,"['18234697', '16983685', '18223198', '18723524', '9973279', '17579875', '12756133', '17591968', '18378771', '8065364']"
18633132,"['14991811', '18474722', '18166704']"
17553989,"['18263627', '18339640', '19001171']"
18280754,[]
18339640,"['18263627', '17553989', '19001171', '19339253']"
19001171,"['18263627', '19339253', '18339640', '17553989']"
10097173,"['9108049', '9050898']"
15254168,[]
10611368,"['10079115', '15657137', '7534068', '8890772', '8726460']"
16344479,"['16567625', '16344478', '8618881']"
15886206,"['12515826', '10801983', '9585412', '14504402', '10922078', '14566063', '10525535']"
16452683,"['16957580', '17721864', '16174740', '17646382']"
16669732,[]
17347250,"['17267521', '17097770', '17894374', '15505154', '9781519', '11930016', '10953178']"
9190213,"['1421571', '18625456', '9636220', '9973279']"
18090922,[]
17439957,"['16354928', '17121991', '18434550']"
9932109,"['8633020', '7860629', '7991571', '8240235', '9392006', '8108445', '1905108', '8644866', '8078890', '3140239', '7479875', '8446635', '8041753', '8415676', '1409654', '9626067', '8546214', '1438289', '1557413', '2503832', '1704190']"
10441572,['7942850']
15452145,[]
16354928,"['18434550', '17258906', '17470798', '17121991', '17439957', '16407166']"
16407166,"['16354928', '17121991']"
17121991,"['16354928', '18434550', '17439957', '17258906', '17470798', '16407166']"
17470798,"['16354928', '17121991', '8468348', '12515826', '10077666', '16230462']"
16552414,['8052661']
18579078,"['17431506', '18585350']"
17431506,"['18579078', '10525535', '17268505']"
17717139,['16549764']
11274373,[]
15190179,"['11459941', '12011466', '11572965', '10077672']"
8183935,"['8633020', '2508093', '9003386']"
9003386,['8183935']
9636220,"['9811325', '9789048', '18625456', '15495240', '9973279', '12756133', '9190213', '12522269']"
9789048,"['9636220', '9811325', '15495240', '12756133', '9973279', '18625456', '16983685']"
17353379,"['18378771', '17291356', '20026663', '16983685', '18166704', '17533169', '17898323', '18234697']"
17947337,[]
12552040,"['9781519', '10227624', '11889239']"
18166704,"['18379440', '18520774', '17469117', '16718704', '17353379', '16613895', '17003490', '17533169', '11889239', '18506455', '17579875', '18633132', '18234697', '18684309', '18474722', '14991811']"
18596549,"['17579875', '18684309', '17591968', '17003490', '18520774', '20154673', '16718704', '18379440', '18755042', '16983685', '18223198', '18234697', '17469117']"
18626651,"['9600990', '10781096']"
17097770,"['17347250', '15792962']"
18584043,[]
17604879,"['15851728', '17533169', '14991811']"
15505154,"['10908893', '17267521', '17347250']"
10908893,"['15505154', '10227624', '10953178']"
16493230,[]
17898324,"['18851928', '19670433']"
18851928,"['17898324', '16980333', '19670433']"
16980333,"['18851928', '18794496', '17018560', '17462746']"
18339348,[]
18794496,['16980333']
19670433,"['17898324', '18851928']"
11395394,['17268505']
12048239,"['12011466', '11572965', '17556541', '14523244', '16230462', '10922078', '10801983', '14566063']"
1415269,"['1642228', '8352272', '8128960', '7942850']"
10922078,"['9223340', '10525535', '14566063', '10801983', '18971484', '15722417', '9108049', '15886206', '12048239', '17556541']"
10953178,"['10227624', '16247049', '9781519', '9506546', '10908893', '19339253', '17347250', '17533169']"
8078890,"['8644866', '9626067', '8546214', '9392006', '7479875', '7991571', '8446635', '7568089', '1905108', '7860629', '3140239', '1438191', '8633020', '1438289', '8687416', '8108445', '7534068', '9932109', '1409654', '8240235', '7721945', '2503832', '7568127', '8415676', '8726460', '1690426', '8041753', '8248242', '7992840', '2014256']"
9050898,"['9223340', '10097173']"
10801983,"['15886206', '16768455', '14566063', '10922078', '10525535', '18971484', '12048239', '11572965', '15722417']"
19674978,"['20400460', '17591968', '18520774', '17579875', '21072532']"
15170578,"['15161649', '16025283', '15505152']"
16025283,"['15170578', '15161649', '15505152']"
12368187,[]
12522269,"['18625456', '15495240', '9811325', '9636220', '9973279']"
1693468,"['2459703', '2437579', '1690426', '9777946']"
2459703,"['1713021', '1693468', '9122249', '2437579']"
9506546,"['10227624', '11889239', '9781519', '8128961', '10953178', '10079115', '8890772', '15657137', '8618881', '16247049', '7992850']"
11930016,"['9781519', '17533169', '17347250']"
11796764,[]
11459941,"['15190179', '12011466', '11572965', '10077672']"
16352719,[]
17391701,"['10781096', '10639120', '9600990', '9163350']"
16849426,[]
12023408,[]
17018560,['16980333']
17462746,['16980333']
19339253,"['18263627', '19001171', '18339640', '16247049', '11889239', '17894374', '10953178', '9781519']"
19296504,"['17920160', '18302232', '11815632']"
8129049,"['18511716', '2368855', '2240306']"
9772844,['11076245']
7294261,"['7294262', '2240306', '17012339', '16201997', '18511716']"
11076245,['9772844']
2368855,['8129049']
2240306,"['7294262', '18511716', '7294261', '16201997', '8129049']"
7629459,[]
7708769,"['7860629', '8633020', '1409654', '7479875', '1899371', '7588622']"
7512970,[]
7844156,[]
9212733,[]
8052661,"['16552414', '9777946']"
10525535,"['10922078', '11266469', '17431506', '9223340', '11517342', '9108116', '10801983', '9811864', '18971484', '8468348', '8240235', '15886206']"
9223340,"['10922078', '14566063', '17556541', '9050898', '18971484', '1899371', '8468348', '10525535', '12515826', '7860629', '8633020']"
10077672,"['11459941', '15190179', '11266469', '11572965']"
7992850,"['8128961', '8890772', '8726460', '8618881', '9506546']"
7068748,['7068762']
10053019,[]
7534068,"['8726460', '10079115', '10611368', '8078890', '8890772', '10816430', '8644866', '8446635', '7479875', '16344478', '15657137', '8633020', '11069287', '7568089', '16567625', '8546214']"
8687416,"['8078890', '8644866', '8546214', '7479875', '9392006', '9626067', '7568089', '7991571', '8446635', '7860629', '1905108', '8633020', '3140239']"
8240235,"['8633020', '7860629', '8108445', '3140239', '9932109', '8446635', '7991571', '8468348', '1905108', '1438289', '2503832', '1409654', '8078890', '1557413', '8644866', '9392006', '7588622', '7479875', '1704190', '8041753', '1689489', '8415676', '8546214', '9626067', '10525535', '1899371', '12515826', '1690426']"
7860629,"['8108445', '8633020', '7991571', '8240235', '3140239', '9932109', '1905108', '1557413', '8041753', '8446635', '8644866', '2503832', '7479875', '8078890', '9392006', '1438289', '1409654', '8468348', '7721945', '1704190', '9843960', '1689489', '9626067', '1899371', '8895567', '8415676', '8546214', '7588622', '8415732', '7568089', '7708769', '1690426', '8687416', '9223340', '1279693', '1438191']"
7721945,"['7860629', '8078890', '1689489', '8108445', '7991571', '7479875', '8446635', '8633020', '1409654', '9626067', '8644866', '8546214', '8895567']"
8108445,"['7860629', '8633020', '8446635', '7991571', '8240235', '8041753', '1557413', '3140239', '7479875', '9932109', '8078890', '1905108', '9392006', '8644866', '1409654', '2503832', '1438289', '7588622', '8415676', '7721945', '8468348', '1689489', '9626067', '8546214', '1704190', '7568089', '8415732', '8895567', '1899371', '9843960']"
8895567,"['7860629', '1689489', '8108445', '11073810', '8468348', '7721945']"
8415732,"['8415676', '7588622', '1557413', '1409654', '1689489', '1438289', '8446635', '7860629', '9245794', '8633020', '2783775', '7991571', '8108445', '1690426']"
8609159,['7896870']
7896870,['8609159']
8157011,[]
9312009,['9585412']
15583026,['12515826']
9585412,"['14504402', '9312009', '12515826', '15886206']"
11296263,['12897211']
12515826,"['14504402', '11309494', '9585412', '8468348', '15886206', '15583026', '17470798', '9223340', '11572965', '12011466', '8240235']"
14504402,"['12515826', '9585412', '15886206']"
9108049,"['9892704', '10097173', '10922078', '8633020']"
8416982,[]
12925731,['18155846']
12414533,"['10623648', '10077666', '11724968', '1438289']"
7901853,[]
11309494,"['12515826', '8468348']"
8618881,"['8128961', '16344478', '16567625', '8890772', '7567974', '9506546', '11073810', '15657137', '7992850', '16344479']"
10193429,"['10079271', '9687521']"
10079115,"['10611368', '15657137', '8890772', '7534068', '9506546', '11073810', '8726460', '10816430', '16344478', '8128961']"
10077666,"['11724968', '1642228', '9371838', '7588622', '1899371', '1438289', '15331422', '10570203', '12414533', '17470798', '18155846']"
10794724,"['11311152', '9163350', '10816430', '8833912']"
10816430,"['16344478', '9163350', '7534068', '10079115', '8726460', '10794724', '16567625', '11311152']"
1311847,[]
8726460,"['8128961', '8890772', '7534068', '10079115', '7992850', '10816430', '8078890', '10611368']"
8882222,[]
1371464,['1899371']
8352272,"['7942850', '1642228', '7567974', '1415269', '8128960', '12754337', '18755042']"
8128960,"['8352272', '1415269']"
7942850,"['8352272', '7567974', '10441572', '1415269', '18755042']"
1279693,"['2494667', '8248242', '1905108', '1899371', '7860629']"
19739,['268625']
268625,['19739']
2014256,['8078890']
7479875,"['8078890', '7991571', '8446635', '7860629', '9626067', '8546214', '1905108', '7568089', '8633020', '8644866', '8108445', '9392006', '9932109', '1438191', '3140239', '1409654', '8041753', '9094983', '8687416', '2508093', '8240235', '7568127', '1438289', '8415676', '7534068', '7721945', '7708769']"
7294262,"['7294261', '2240306', '16201997', '18511716', '18307477']"
12351794,"['14518803', '14518801', '20662955', '14518800', '12937331', '10445897']"
14687259,"['12937331', '20662955', '14518800', '10445897', '14518801', '14518803']"
14518800,"['12937331', '14518803', '14518801', '20662955', '10445897', '12351794', '14687259']"
8890772,"['8128961', '8726460', '7992850', '10079115', '8618881', '10611368', '7534068', '9506546', '15657137', '9777946']"
1443049,"['1704190', '1652752', '7992840', '1689489', '8644866', '1905108', '9626067']"
9626067,"['8078890', '8644866', '8546214', '9392006', '7479875', '7991571', '1905108', '8446635', '7860629', '3140239', '1438191', '1438289', '7568089', '8633020', '1409654', '8687416', '9932109', '8108445', '1690426', '7568127', '8240235', '7721945', '1443049']"
9916941,['10393832']
10445896,"['10445897', '10445898']"
10445897,"['10445896', '10445898', '12937331', '20662955', '14518800', '14687259', '14518801', '12351794', '14518803']"
10445898,"['10445896', '10445897']"
12937331,"['14518800', '14518803', '20662955', '14687259', '14518801', '10445897', '12351794', '12937335']"
12937335,"['14518803', '12937331']"
14518801,"['14518800', '14518803', '12937331', '12351794', '20662955', '10445897', '14687259']"
14518803,"['14518800', '12351794', '12937331', '20662955', '14518801', '10445897', '12937335', '14687259']"
10858586,[]
11266469,"['11517342', '11953314', '10525535', '10077672']"
1421571,"['18625456', '9190213', '9973279']"
15186505,"['11517335', '15215183', '12897209']"
11517335,"['12897209', '15215183', '15186505', '11724968']"
12756133,"['9973279', '18852354', '9789048', '9811325', '9636220', '21072532', '15495240', '15792962', '17591968', '18625456', '18183624', '20562461', '18631953']"
15339646,[]
9114067,[]
10518584,['8468348']
12534344,['8833912']
11815632,"['12750461', '19296504', '9892704']"
12897211,"['17650315', '11296263', '10623648']"
14566063,"['15722417', '18971484', '17556541', '9223340', '16768455', '10922078', '10801983', '11572965', '12011466', '15886206', '12048239']"
11953314,"['11266469', '11517342']"
16179394,[]
16401079,"['12481027', '11069287']"
11572965,"['12011466', '11459941', '17268505', '17268504', '12048239', '15190179', '14566063', '15722417', '12515826', '10077672', '10801983', '8468348']"
12481027,"['11069287', '12719262', '16401079', '9811813']"
12719262,"['12481027', '11069287', '14715898', '9811813']"
14715898,"['12719262', '11069287', '9811813']"
9811813,"['11069287', '12481027', '12719262', '14715898']"
11069287,"['12481027', '12719262', '9811813', '16401079', '14715898', '7534068']"
11311152,"['10794724', '9163350', '10816430']"
16549764,['17717139']
15579461,['9122249']
16252002,[]
16341263,['10623648']
15930005,['15837927']
15459334,[]
15837927,['15930005']
9687521,"['10079271', '10193429', '1438191']"
9122249,"['15579461', '2459703', '1713021']"
9094983,['7479875']
9144231,[]
9665462,[]
10079271,"['9687521', '10193429']"
9422548,"['10362792', '7992840']"
10487842,[]
10623661,[]
10362792,"['9422548', '7992840', '10570203']"
9501253,[]
7568127,"['7479875', '8078890', '9626067', '1409654']"
11120756,[]
12897209,"['11517335', '15215183', '15186505']"
15717012,[]
8464868,[]
11724968,"['9371838', '18155846', '10077666', '15331422', '11517335', '1899371', '17258906', '12414533', '17650315']"
10570203,"['10077666', '9777946', '10362792']"
9736023,[]
7992840,"['8446635', '1652752', '10362792', '1704190', '1443049', '1689489', '1905108', '3140239', '1438289', '8644866', '9422548', '8633020', '8078890', '7588622']"
8833912,"['12534344', '10794724', '1899371', '1438289']"
9108116,"['9811864', '10525535']"
9245794,['8415732']
9892704,"['9108049', '11815632']"
7504270,[]
9843960,"['7860629', '8108445']"
12011466,"['11572965', '12048239', '15190179', '11459941', '14566063', '11742091', '17556541', '12515826', '8468348']"
9777946,"['8890772', '10570203', '8052661', '1693468']"
7068762,['7068748']
9811864,"['9108116', '1899371', '8468348', '7588622', '10525535']"
11159188,[]
16049337,[]
15215183,"['11517335', '12897209', '15186505']"
15331422,"['18155846', '11724968', '9371838', '10077666']"
18548070,[]
17650315,"['12897211', '11724968']"
14523244,['12048239']
15722417,"['14566063', '11572965', '16768455', '10922078', '10801983']"
16768455,"['14566063', '10801983', '15722417']"
10393832,['9916941']
16201997,"['18307477', '15016247', '7294262', '2240306', '7294261', '18222580', '18511716']"
18222580,"['18307477', '16201997']"
18307477,"['18222580', '16201997', '15016247', '7294262']"
18511716,"['2240306', '7294262', '8129049', '16201997', '7294261']"
18711139,[]
19299256,[]
15016247,"['16201997', '18307477']"
19528519,['17898323']
20662955,"['14518803', '12937331', '14518800', '14687259', '10445897', '12351794', '14518801']"
6246891,[]
1827140,"['8350062', '7681470', '1346335']"
7699333,"['8315381', '2788279', '2522498', '2324686', '7964471', '2007858', '2787384', '1899373', '1990288', '8415665', '7831294', '7681470', '8026467', '2530579', '6434689', '2349230', '2643102', '2784210', '3127525', '7678850', '2332734']"
4299129,['4299130']
4299130,['4299129']
2521952,['2965006']
2787384,"['1899373', '8315381', '2332734', '2522498', '2788279', '2584932', '7699333', '2324686', '7681470', '1990288', '1346335', '2007858', '2784210', '7964471', '8415665', '6434689', '2945204', '1991449', '6092512', '3258354']"
2787380,"['3572301', '6411853']"
2660142,[]
2965006,"['2521952', '3380796', '2440674', '3918306']"
3572301,['2787380']
1689065,"['1988965', '8433982', '3493323', '2463161', '1991449']"
2153073,"['2997718', '2425036', '3259318', '3396541', '3772297', '3130629', '2522500', '3133444', '3489234', '3470759', '3030728', '3487610', '3266655', '3108888', '3123216', '6791163', '2884272', '2525173', '2831291', '3501368', '2848920']"
6412070,['3090517']
2358782,"['3874257', '2463165', '1092798', '3262873', '822115', '3294335', '6609363', '6600267', '3549960', '1092799', '1903427', '8350062', '3088206', '1565622', '3045250', '1346335', '6124578']"
6086308,"['3096716', '2831291', '3470759', '6791163', '2113468', '2463165', '3487610', '3030728', '2848920', '3921826', '4092693']"
7831294,"['2155425', '8026467', '1500859', '1402672', '6434688', '2352954', '1698909', '2788279', '7699333', '1557373', '1549560', '2522498', '2784485', '2007858', '2296573', '7964471', '6434689', '3127525', '3083415', '2324686', '2530579', '2349230', '2944981', '2947968', '8315381', '7683423', '3160805', '2530580']"
2324686,"['2788279', '2522498', '3160805', '2007858', '1899373', '8315381', '1990288', '7699333', '2937055', '2530579', '8026467', '7964471', '2787384', '2530587', '2944981', '2349230', '3098894', '2947968', '2530580', '3494245', '8415665', '1833184', '2307934', '6434689', '1500859', '1402672', '2352954', '3097640', '6090574', '2007186', '2983318', '3031660', '2527495', '3081898', '2332734', '2989411', '3005464', '2643102', '3499611', '3099289', '3086875', '2784485', '6231642', '2155425', '3127525', '3116145', '7681470', '2147515', '7831294', '1698909', '2470087', '3108887', '6412230', '3263468']"
8315381,"['2787384', '2788279', '7699333', '2522498', '2324686', '1899373', '7681470', '1990288', '7964471', '2007858', '8415665', '2332734', '6434689', '2784210', '2643102', '1346335', '3874257', '1565622', '3260035', '2408044', '2945204', '6124578', '8350062', '6092512', '2530579', '7678850', '7831294', '1722338', '7038025']"
8415665,"['8315381', '2788279', '2522498', '2324686', '7699333', '6434689', '2530579', '2007858', '2787384', '3260035', '1899373', '8026467', '1990288', '7964471', '7681470']"
8026467,"['1402672', '2155425', '1500859', '2007858', '7831294', '2352954', '2788279', '2522498', '2349230', '2007186', '2947968', '1557373', '1698909', '2784485', '3127525', '3160805', '1549560', '3098894', '3263468', '2944981', '2324686', '2307934', '1833184', '3031195', '2983318', '3116145', '6231642', '2530587', '2296573', '2937055', '2467293', '2147515', '6434689', '2530579', '1996324', '2470087', '3499611', '3099289', '1899373', '6090574', '2530580', '7683423', '3005464', '2000405', '6083565', '2989411', '3031660', '3081898', '7699333', '6412230', '7964471', '3097640', '3500258', '2965738', '3921650', '2527495', '1990288', '3108887', '8415665', '6092510', '3110786', '2832509', '1973832']"
7964471,"['7699333', '2038316', '2788279', '2324686', '8315381', '2522498', '2007858', '1899373', '2530587', '7831294', '8026467', '3097640', '2787384', '2307934', '1990288', '3127525', '2530579', '3081898', '2349230', '8415665', '2530580', '2944981', '1833184', '3160805', '2007186']"
2784210,"['1346335', '7681470', '3260035', '8315381', '8350062', '2787384', '2945204', '3501371', '6092512', '7699333', '2522498', '1722338', '2788279', '3500258']"
7011318,"['486089', '6349615', '486090', '2865952', '2139778', '2825659', '6151393', '7016112', '6135417']"
8346219,"['1988965', '8433982']"
8433982,"['1988965', '1689065', '8346219']"
1335236,"['2554286', '2439065', '2849100', '2983326', '2825659']"
5862401,['14340054']
3489234,"['3772297', '3259318', '2997718', '1824858', '2522500', '1700054', '2153073', '2467293', '2884272', '6791163', '2525173', '3396541', '6432935']"
2956090,"['2939172', '6847613', '2440674']"
2440674,"['6224884', '3932064', '2965006', '2956090', '2939172', '2862025', '2933249']"
3284962,"['3528378', '3327687', '6096477', '6196430', '2954816']"
3380796,['2965006']
6547160,[]
2823259,"['3925454', '3918306', '3024129', '3487787', '6322187', '3484551', '2643102', '6440142', '6983562', '6785749', '2530587', '3876930']"
3258354,"['3086481', '7038025', '2584932', '6434689', '3494245', '2787384']"
6225125,['6874946']
3102677,"['7153706', '376774', '6411853', '6816896', '6425450', '6256463', '368287']"
7350246,"['3537192', '6256463']"
6874946,"['7153708', '6225125', '7153706', '3156206']"
6411853,"['6816896', '6434688', '2492664', '2939170', '6175565', '6425450', '2787380', '3102677', '6256463', '1988951']"
