pmid,ref_list
2842491,"['2561788', '1653320', '1726797', '2484209', '2457088', '2484210', '1707970', '2900892']"
1653320,"['2842491', '2484209', '2458453', '2558168', '2457088', '1715916', '2561788', '1726797', '6379151']"
1707970,"['2457087', '1726797', '2561788', '1715916', '2451020', '2457088', '2484210', '7693919', '2457089', '2458453', '2484209', '1972190', '1703572', '6379151', '2842491']"
1972190,"['2900892', '2900332', '2484209', '1707970', '2451020', '1082506', '2457087', '1715916']"
2900332,"['2900892', '1972190']"
2561788,"['1703572', '1707970', '2842491', '2457087', '2451020', '1726797', '2457088', '7693919', '1715916', '6379151', '1653320', '2558167']"
2558168,"['3147803', '6090645', '6267261', '6090649', '1083424', '1653320', '2484209', '4783095']"
2558167,"['1726797', '2457087', '2561788']"
2873240,"['2870180', '6379151', '2484209', '2900892', '2457087', '2451500']"
2870180,"['2873240', '6379151', '2451500']"
6379151,"['2873240', '2870180', '2561788', '1707970', '1653320', '2451020']"
6090645,"['6267261', '6090646', '2558168', '6090649', '3147803', '2451020', '2457089', '2580043', '2650680']"
6090646,"['6090645', '6090649', '6267261', '2580043', '2650680', '2431098', '2457089', '6087800', '6288929', '3497265', '3718485', '3291862', '2138778', '3931630']"
6090649,"['6090646', '3147803', '6090645', '2558168', '2457089', '6267261', '2457088', '2431098', '2443667']"
6247487,['2869144']
2869144,['6247487']
5549097,['2443667']
2443667,"['2458453', '2457088', '2484210', '2457087', '2431098', '3147803', '5549097', '6090649']"
2484209,"['2458453', '2457087', '2457088', '2900892', '1653320', '2842491', '1707970', '2873240', '1972190', '2484210', '2558168', '1715916', '1726797', '3147803']"
2448800,['2834737']
2553858,[]
2905906,[]
2339124,"['6525174', '6332622', '3663137', '3827851', '3026354', '2884101', '4084229', '2432882']"
2310372,"['1898359', '1599435', '3931630', '8526860', '6525174', '3026354', '3827851', '6332622']"
5340538,['5340539']
1260175,"['4200724', '4372600', '4152296']"
4351811,['4333037']
4152296,"['4200724', '1260175']"
4783096,"['4783095', '238033', '299886', '238034', '11526827', '7264996']"
4783095,"['4783096', '238033', '238034', '2558168']"
238034,"['238033', '11526827', '299886', '7264996', '3082623', '49421', '4227212', '5046147', '4783095', '4783096']"
4348786,"['4868186', '6147356']"
5806399,"['4722896', '5498453', '1156396', '5472171']"
4375471,['4391039']
5472171,"['1156396', '4722896', '6797411', '4982085', '5806399', '5498453']"
4250239,['5494227']
5494227,"['4250239', '5073238', '4722896', '238033']"
5579652,['5579661']
5579661,"['5579652', '5055788']"
5073238,['5494227']
174544,['1156396']
4850387,"['5498453', '3566713']"
14222810,['13981351']
4508336,"['4200724', '5637350']"
5637350,['4508336']
1065905,['7441553']
5129269,[]
19866698,[]
5688926,[]
13944428,['5859021']
5859021,['13944428']
5865937,[]
13751592,['14404587']
14069795,['14069792']
14245345,"['5016949', '14485725', '5844381', '4333358']"
5925318,[]
6033532,['659615']
14485725,"['14245345', '5016949', '4333358', '5844381']"
14069792,['14069795']
5844381,"['14245345', '5016949', '14485725']"
5656394,[]
5801425,[]
4621555,['4267065']
4333358,"['14485725', '5016949', '14245345']"
4267065,['4621555']
4347251,[]
4278548,['1003106']
14404587,['13751592']
5016949,"['14245345', '5844381', '14485725', '4333358']"
4566524,[]
597271,"['564692', '233974', '1109230']"
233974,"['1109230', '560846', '1016242', '564692', '597271']"
1109230,"['233974', '1016242', '560846', '597271', '564692']"
1016242,"['1109230', '233974', '560846']"
833542,[]
1003105,"['1003106', '221532']"
1003106,"['1003105', '4278548']"
5126640,"['4942408', '4550608', '192082', '172531', '184464']"
4942408,"['5126640', '4550608', '192082']"
4210210,[]
54920,"['322137', '945806']"
1092700,[]
945806,"['322137', '54920', '1127019']"
1127019,['945806']
5344150,[]
179091,[]
4106490,[]
5013594,[]
322503,"['920777', '453335']"
920777,"['453335', '322503']"
1119538,[]
221532,"['191471', '1003105']"
143664,[]
304580,[]
23104,"['6943544', '17386', '4391039', '25652', '4154743']"
16742812,"['16742811', '942402', '534523', '597246', '534522', '6349622']"
6292235,['6292236']
6292236,['6292235']
193098,"['288060', '7001464', '7045162', '3883990']"
288060,"['193098', '7001464', '307249', '3883990', '7045162']"
7441553,['1065905']
4091808,[]
6332622,"['3827851', '6525174', '3663137', '3026354', '2432882', '4084229', '2884101', '3486656', '6089758', '3827881', '2339124', '3931630', '2310372', '2825180', '1599435']"
6310590,['2950123']
3827881,"['3026354', '4084229', '3827851', '6525174', '2432882', '2884101', '3663137', '6332622', '3931630', '3486656']"
4084229,"['3026354', '2432882', '6525174', '3827851', '2884101', '3827881', '3663137', '6332622', '3486656', '2339124']"
2432882,"['3026354', '4084229', '6525174', '3827851', '3663137', '6332622', '2884101', '3486656', '3827881', '6089758', '2339124']"
3026354,"['2432882', '4084229', '6525174', '3827851', '3663137', '3827881', '6332622', '2884101', '3486656', '2339124', '2310372', '3931630', '6089758']"
3026359,"['2650680', '2580043', '3718485']"
3566711,[]
6288929,"['6747902', '6090646', '2580043']"
6747902,['6288929']
666748,"['6087800', '4091828', '444224', '1318023', '2820378', '813634', '1068456']"
6089758,"['6093775', '6332622', '3827851', '3026354', '6525174', '2432882', '3931630', '2884101']"
6093775,"['6089758', '3931630', '2650680', '6525174', '2580043', '3663188', '3487314', '3291862', '2138778', '3499139', '3718485', '2959279', '4091828']"
3931630,"['2310372', '1898359', '6525174', '1599435', '6093775', '2884101', '2580043', '2650680', '3291862', '3663188', '2138778', '3827851', '3663137', '6332622', '8526860', '3718485', '2959279', '3026354', '1318023', '2825180', '4091828', '3827881', '6089758', '6090646', '3486656', '2820378', '6796647', '6087800']"
3487314,"['3499139', '3342018', '6093775', '2825180']"
2948490,"['3026311', '2959278', '2959277', '1533513', '3663188', '2580043', '2138778', '2650680', '2959279', '2850801']"
2959277,"['2959278', '3026311', '2948490', '2959279', '1533513', '2580043', '3663188', '2850801', '2138778', '6264018', '6943544', '2650680']"
2959278,"['2948490', '2959277', '3026311', '1533513', '2850801', '2959279']"
3663188,"['2959279', '2580043', '2948490', '3931630', '2959277', '2138778', '6093775', '3026311', '6572915', '2650680']"
2959280,[]
3718485,"['2650680', '2580043', '3931630', '1318023', '6087800', '3291862', '8503874', '2820378', '6090646', '3026359', '2138778', '6796647', '6093775', '2884101', '4091828']"
2820378,"['2784673', '6087800', '2848495', '1318023', '2650680', '4091828', '2825180', '666748', '2994073', '2580043', '3718485', '3931630', '3291862', '8503874']"
2884101,"['6525174', '4084229', '3026354', '3827851', '2432882', '3138987', '3663137', '6332622', '3827881', '3486656', '3931630', '2650680', '3291862', '1904293', '2339124', '3718485', '6089758']"
3566713,['4850387']
2825654,['2850801']
4357461,"['903373', '4900611']"
942401,"['942402', '534522', '7045162', '534523']"
942402,"['942401', '534522', '534523', '16742811', '16742812', '6349622', '597246', '226065']"
1068456,"['813634', '666748']"
903373,['4357461']
597246,"['16742811', '16742812', '942402', '226065', '534523', '534522']"
226065,"['6349622', '597246', '942402', '534523']"
534520,"['534522', '534523', '6349622']"
534522,"['534523', '534520', '942402', '942401', '6349622', '16742811', '16742812', '597246']"
534523,"['534522', '534520', '942402', '6349622', '16742811', '16742812', '942401', '597246', '226065']"
7045162,"['193098', '942401', '288060', '3883990']"
16742833,[]
13621405,[]
13733733,[]
13981351,['14222810']
14454674,['14454675']
14454675,['14454674']
13913207,['13938025']
13938025,"['13913207', '5840799']"
13990905,[]
6788894,"['571893', '3509', '7358851', '6833369', '1098043']"
6809100,[]
3311265,['3085757']
3509,"['6788894', '571893', '7358851', '1098043', '6833369']"
6229546,[]
70433,"['6457076', '6826726', '6449521', '288080', '6238974', '566280', '1081991', '7354135', '7193688', '6308050', '6225428']"
71738,"['702050', '273062', '117075']"
624905,['273062']
702050,"['71738', '269439', '811750', '117075', '304881']"
571893,"['6788894', '3509', '7358851', '1098043', '6833369', '273062']"
288080,"['70433', '6457076', '701364', '6238974']"
6449521,"['6308050', '6457076', '6225428', '7193688', '3157765', '70433', '6238974', '7354135', '566280', '6460044', '3156882']"
5771188,['5771189']
5771189,"['5771188', '574143', '5002629', '1124800', '6893455', '4400052', '1258974', '6308050', '169697', '6826726', '4255415', '299747']"
6833369,"['6788894', '7358851', '571893', '3509', '6945600', '1098043']"
7049214,[]
2813399,['409735']
2426709,"['3006053', '6460044', '3156882']"
2824656,"['2993471', '3512757', '3033642', '2994048', '2999773', '6193516']"
187622,"['1184752', '1262475', '166094', '4364409']"
3085757,['3311265']
6977612,"['6795304', '6795635', '6966402', '6787609', '6968339', '315990', '92524', '6787607', '6965306', '6969778', '117075', '309919']"
309919,"['92524', '117075', '299880', '300781', '6968339', '127827', '4278109', '4278108', '233910', '6966402', '304881', '315987', '6977612', '126270', '53265', '6158548']"
4805001,"['5824062', '5775786', '4558009', '5289385', '5775787', '5527240', '5128354']"
6924936,"['618900', '511932', '6799523', '7017713']"
5049426,"['5080705', '4814896']"
5080705,"['5054252', '5049426', '4814896', '405872', '4447125']"
4362915,"['4814897', '4814896', '4133056', '4366245']"
574143,"['6087354', '6308050', '6954514', '6281794', '6223940', '5771189', '3877935', '6826726', '6460044', '6310559', '1124800', '1258974', '4400052', '169697']"
6987662,"['6833366', '6826726']"
7328117,"['4689513', '7191427', '5009975']"
58959,[]
1258974,"['169697', '1266944', '5771189', '4447125', '574143', '6308050', '291068']"
4689513,"['7191427', '7328117', '4566474']"
5054252,"['5080705', '6826726', '6308050']"
5131013,['4360946']
51031,[]
1098043,"['6788894', '269439', '571893', '811750', '3509', '7358851', '6833369']"
304881,"['269439', '92524', '811750', '117075', '309919', '6968339', '702050']"
299747,"['1081991', '307006', '6790574', '6893455', '17620', '6308050', '5002629', '315561', '6223940', '4400052', '1124800', '5771189', '6310559']"
273062,"['624905', '71738', '571893']"
641158,"['1081991', '6826726', '6284798', '7229034', '6223940', '6310559', '6257726', '10706630', '6893455', '307006']"
1081991,"['307006', '299747', '307007', '6790574', '6284798', '315561', '7229034', '641158', '17620', '6223940', '6310559', '10706630', '7354135', '70433', '6893455']"
566280,"['7193688', '6310559', '6449521', '70433']"
426037,"['6457076', '6815205', '6238974']"
7354135,"['7229034', '7193688', '6284798', '10706630', '6166621', '6449521', '3156882', '1081991', '70433']"
6893455,"['6460776', '299747', '5771189', '6826726', '4400052', '3011050', '5002629', '641158', '1124800', '1081991']"
7358851,"['6788894', '3509', '571893', '6833369', '1098043']"
6945600,"['7076844', '7061598', '6630524', '7241050', '6943570', '6833369']"
6934537,"['6933476', '6574511', '313568', '6158548']"
409735,['2813399']
6630524,"['7076844', '7061598', '6095298', '3462731', '3282240', '6945600', '3722386', '2989820', '3278316', '2433948']"
3020543,"['3278316', '2989820', '2434949', '3462731', '3282240']"
3278316,"['3020543', '3462731', '2989820', '3282240', '2434949', '2433948', '6095298', '6630524', '3722386', '7061598', '7076844', '6208557']"
3282240,"['3462731', '2843568', '3278316', '2433948', '2434949', '3722386', '6943570', '6630524', '2989820', '6095298', '7061598', '7076844', '3539945', '3020543', '6208557', '3529084', '3544852']"
2843568,"['3282240', '2433948', '6095298', '3722386', '3462731', '7061598', '2434949']"
2971672,['3033023']
6197984,"['7258300', '19499']"
6457076,"['6460044', '3157765', '6225428', '6238974', '6308050', '6449521', '3156882', '7193688', '70433', '426037', '288080']"
6201359,"['6225428', '2992941']"
6237366,"['3877935', '2412224', '6490722', '2581980']"
6490722,"['3877935', '6237366', '2581980', '2412224', '6833366', '6736130', '6572380']"
6238974,"['6209287', '6308050', '7142292', '6457076', '3157765', '6449521', '282607', '6946497', '426037', '70433', '6225428', '6273845', '288080']"
3965498,[]
3156882,"['6457076', '2426709', '3157765', '7193688', '6308050', '7354135', '7229034', '6449521']"
3157765,"['6225428', '6457076', '6412737', '6411852', '6238974', '3156882', '6308050', '6449521', '6460044', '7193688', '1262475']"
2412224,"['3877935', '6237366', '2581980', '6490722']"
2933413,"['3921554', '6480698', '6681817', '6787602']"
3877935,"['2412224', '6237366', '2581980', '6490722', '6954514', '574143', '6826726', '567240', '6087354', '6308050']"
3006053,"['6460044', '2426709']"
388439,[]
6273845,"['7251647', '6183279', '6238974']"
6826726,"['6310559', '6308050', '641158', '574143', '6223940', '6987662', '567240', '328516', '70433', '6893455', '5054252', '3877935', '7193688', '357438', '6938979', '5771189']"
6572380,"['2581980', '6490722', '6736130']"
6310559,"['6087354', '6223940', '315561', '6826726', '1081991', '574143', '307006', '566280', '641158', '6308050', '299747']"
6225428,"['3157765', '6457076', '2992941', '6449521', '6201359', '6460044', '6411852', '7193688', '6308050', '6238974', '70433']"
3011050,"['164667', '6893455', '7030313', '3539945']"
2993471,"['2824656', '2994048', '3033642', '3512757', '2999773', '6193516']"
2994048,"['2993471', '3033642', '2999773', '2824656', '3512757', '6193516']"
2999773,"['3512757', '2993471', '2994048', '2824656', '3033642', '6193516']"
3033642,"['2993471', '2824656', '3512757', '2994048', '2999773', '6193516']"
4364409,"['166094', '169293', '5002629', '187622']"
5002629,"['4400052', '5771189', '299747', '6893455', '4364409']"
1262475,"['1184752', '187622', '169293', '166094', '3157765', '6411852']"
166094,"['169293', '4364409', '1184752', '1262475', '187622', '4366245']"
169293,"['166094', '4364409', '1262475']"
171281,"['4355374', '4351807', '4357615']"
181401,[]
1184752,"['187622', '1262475', '166094']"
377292,"['2996675', '291068', '7258300']"
2996675,"['377292', '291068', '6421354']"
416168,['102729']
315987,"['92524', '6975347', '6969778', '117075', '309919', '6968339', '233910', '4278108']"
6158548,"['6966402', '92524', '117075', '233910', '286325', '6934537', '309919', '6787607', '131173']"
6785748,"['6795304', '6795635']"
6787607,"['6966402', '117075', '92524', '6977612', '6158548', '6965306']"
6787609,"['6977612', '92524', '6795635', '6968339', '6795304', '117075', '6966402']"
6795304,"['6785748', '6977612', '6968339', '6795635', '117075', '92524', '6787609', '6966402', '300781', '233910']"
6795635,"['6977612', '6795304', '6787609', '6785748', '92524', '305462']"
415107,"['67179', '233910']"
299880,"['309919', '53265', '131173', '300781', '4278109', '4278108', '233910', '127827']"
4279270,"['126270', '4278109', '4278108', '127827', '53265']"
131173,"['299880', '6158548']"
5824062,"['5128354', '4805001', '5775786', '5775787']"
5128354,"['5824062', '4558009', '4805001']"
5288762,"['5289362', '5664206']"
5044758,"['5289385', '4558009', '5289362', '5664206']"
204932,"['186640', '186639']"
701363,"['701364', '4824289', '1202019', '4209578', '172515', '1202020', '418074', '649658']"
701364,"['701363', '4824289', '1202020', '1202019', '418074', '649658', '4209578', '172515', '288080']"
7372714,[]
7204482,[]
6166621,"['7354135', '7026575', '7229034']"
7026575,"['6166621', '313568']"
6799523,"['618900', '4356571', '4356572', '7350172', '6924936']"
6121819,[]
5009975,"['4566474', '4814897', '7328117']"
4400052,"['5002629', '5771189', '299747', '6893455', '574143', '169697']"
5086899,[]
4814896,"['4814897', '4362915', '4133056', '4366245', '5049426', '5080705', '4566474']"
4814897,"['4814896', '4362915', '4133056', '4366245', '5009975']"
4133056,"['4814897', '4362915', '4366245', '4814896']"
307007,"['1081991', '307006']"
17620,"['307006', '1081991', '299747']"
307006,"['1081991', '17620', '299747', '307007', '6223940', '315561', '6790574', '6310559', '641158']"
167099,"['1097576', '4372293', '4530317', '1244421']"
177979,"['331320', '1059102']"
567240,"['38260', '7153246', '629753', '282607', '6938979', '328516', '7241050', '650151', '6943570', '357438', '6946497', '6736130', '7030313', '6826726', '329287', '344328', '217006', '7142292', '6309861', '3877935']"
282607,"['567240', '96438', '7142292', '629753', '6946497', '329287', '6238974', '19499']"
38260,"['567240', '7153246', '629753', '6943570', '650151', '7142292']"
4566474,"['5009975', '4689513', '4814896']"
7191427,"['4689513', '7328117']"
4290983,['5338806']
5338806,"['4290983', '5449131']"
171657,[]
10706630,"['7229034', '6284798', '7354135', '641158', '1081991']"
169697,"['1258974', '1266944', '4447125', '1124800', '5771189', '4400052', '574143']"
4374890,['4447125']
4715955,"['6309861', '405872']"
4447125,"['4374890', '169697', '1258974', '5080705']"
4255415,['5771189']
5774266,"['5697984', '4340975', '4262347']"
5449131,['5338806']
4355374,"['4357615', '4351807', '171281', '4340975', '16749144']"
4426911,['6684122']
4262347,"['4340975', '5774266']"
4340975,"['4355374', '5774266', '4357615', '4262347']"
4357615,"['4355374', '4151956', '4351807', '4340975', '171281']"
4278108,"['4278109', '127827', '4279270', '126270', '309919', '233910', '299880', '53265', '315987']"
269439,"['811750', '1098043', '702050', '304881']"
1124800,"['5771189', '574143', '169697', '299747', '6893455']"
405872,"['4715955', '5080705']"
1266944,"['169697', '1258974']"
291068,"['7258300', '377292', '7061598', '2996675', '1258974']"
7241050,"['567240', '7061598', '357438', '328516', '6945600', '6938979', '650151', '7030313', '6736130']"
313568,"['6933476', '6934537', '7026575']"
6933476,"['6934537', '6574511', '313568']"
4758787,"['4758786', '3799815']"
4758786,['4758787']
7061598,"['7076844', '6630524', '2989820', '3462731', '6095298', '6945600', '3282240', '3722386', '7241050', '2433948', '6943570', '291068', '3278316', '2843568']"
7076844,"['7061598', '6630524', '6945600', '3462731', '6095298', '3282240', '3722386', '2989820', '3278316']"
6095298,"['3462731', '6630524', '7061598', '2992941', '3282240', '7076844', '2989820', '3722386', '3278316', '2843568', '2433948']"
2989820,"['3020543', '3278316', '3462731', '7061598', '3282240', '6095298', '2434949', '6630524', '7076844', '2433948']"
6943570,"['3282240', '7153246', '567240', '629753', '3539945', '7061598', '6945600', '3544852', '38260']"
3529084,"['3722386', '6208557', '3462731', '2434949', '2433948', '3282240']"
3462731,"['3282240', '3278316', '2433948', '2989820', '3722386', '6095298', '6630524', '7061598', '7076844', '3020543', '3529084', '6208557', '2843568', '2434949']"
2433948,"['3462731', '3278316', '3282240', '6208557', '2434949', '2843568', '3722386', '7061598', '2989820', '6095298', '3529084', '6630524']"
2434949,"['6208557', '3278316', '3020543', '3282240', '2433948', '2989820', '3722386', '3529084', '3462731', '2843568']"
6208557,"['2434949', '2433948', '3722386', '3529084', '3462731', '3282240', '2991848', '3278316']"
3722386,"['3529084', '3462731', '3282240', '6208557', '6095298', '6630524', '2434949', '7061598', '2433948', '2843568', '7076844', '3278316']"
2991848,['6208557']
2992941,"['6225428', '6095298', '6201359']"
3494192,['3512757']
3539945,"['3544852', '3282240', '6943570', '3011050']"
3799815,['4758787']
3544852,"['3539945', '6943570', '3282240', '6480698']"
6960360,[]
3033023,['2971672']
7258300,"['291068', '6197984', '377292', '19499']"
7229034,"['6284798', '7354135', '10706630', '1081991', '641158', '7193688', '3156882', '6166621']"
6460044,"['3006053', '6457076', '2426709', '6308050', '574143', '6225428', '3157765', '6449521', '6281794', '6954514']"
6257726,['641158']
6309861,"['4715955', '357438', '567240', '328516']"
19499,"['96438', '6197984', '282607', '7258300']"
7419572,['96438']
6218503,[]
629753,"['567240', '7153246', '6943570', '282607', '38260', '7142292']"
7153246,"['567240', '629753', '38260', '6943570', '7142292']"
6833366,"['6987662', '6490722']"
6584925,[]
6736130,"['6749866', '6938979', '567240', '6490722', '6681817', '2581980', '6572380', '328516', '357438', '7241050']"
6460776,['6893455']
7142292,"['6209287', '6238974', '6946497', '282607', '7153246', '629753', '567240', '38260']"
6183279,"['6480698', '6273845']"
6574511,"['6933476', '6934537']"
6209287,"['6238974', '7142292', '6308050']"
830791,"['6822786', '6289305', '1104745']"
1104745,['830791']
96438,"['282607', '19499', '7419572']"
277924,"['357438', '328516', '344328', '650151', '6938979', '217006', '329287']"
7096442,[]
6223940,"['6087354', '6310559', '315561', '6308050', '574143', '307006', '1081991', '6826726', '641158', '299747']"
6308050,"['574143', '6238974', '6223940', '6457076', '6826726', '6449521', '6087354', '6460044', '299747', '6281794', '3157765', '6954514', '3156882', '6209287', '5771189', '6310559', '6225428', '7193688', '3877935', '1258974', '70433', '5054252']"
6580622,[]
786400,[]
7193688,"['566280', '7354135', '7229034', '6449521', '6457076', '3156882', '3157765', '6225428', '6826726', '70433', '6308050']"
6284798,"['7229034', '10706630', '1081991', '7354135', '641158']"
6289305,['830791']
6822786,['830791']
6411852,"['3157765', '6225428', '6412737', '1262475']"
6412737,"['3157765', '6411852']"
6987652,"['6787602', '6681817']"
6787602,"['6681817', '6987652', '2933413']"
6681817,"['6787602', '2933413', '6938979', '6987652', '6736130', '357438', '344328', '328516', '6187012']"
6187012,"['6191326', '6681817']"
6191326,['6187012']
2581980,"['6572380', '2412224', '3877935', '6237366', '6490722', '6736130']"
7251647,['6273845']
6749866,"['6736130', '6938979', '357438']"
6815205,"['6938979', '3884631', '426037']"
6480698,"['2933413', '3921554', '6183279', '3544852']"
3884631,"['6938979', '6815205', '328516', '357438']"
3921554,"['2933413', '6480698']"
6946497,"['7142292', '567240', '282607', '6238974']"
6281794,"['574143', '6087354', '6954514', '6308050', '6460044']"
6954514,"['574143', '3877935', '6281794', '6087354', '6308050', '6460044']"
6087354,"['6223940', '574143', '6310559', '315561', '6281794', '6308050', '6954514', '3877935']"
109833,"['4824289', '1202019']"
6429156,[]
6089177,[]
286325,['6158548']
6933459,"['6938979', '650151']"
6938979,"['6681817', '328516', '567240', '357438', '6736130', '6749866', '6933459', '6815205', '3884631', '344328', '650151', '7241050', '277924', '6826726', '217006', '329287']"
7419598,[]
1113066,"['1244421', '4372293']"
7030313,"['567240', '164667', '3011050', '7241050']"
315561,"['6223940', '6310559', '6087354', '1081991', '307006', '299747', '6790574']"
6790574,"['1081991', '299747', '307006', '315561']"
6684122,['4426911']
164667,"['3011050', '7030313']"
6893451,[]
1254641,['144139']
144139,['1254641']
457750,['511942']
6193516,"['2993471', '3033642', '2824656', '3512757', '2994048', '2999773']"
6975347,"['92524', '315987', '117075']"
3512757,"['2824656', '2993471', '3033642', '2999773', '2994048', '6193516', '3494192']"
4351807,"['4355374', '4357615', '171281']"
4366245,"['4133056', '4814897', '4362915', '4814896', '166094']"
4151956,"['4357615', '164009']"
164009,['4151956']
6421354,['2996675']
1083421,[]
233910,"['300781', '117075', '92524', '6966402', '6965306', '6968339', '4278108', '67179', '309919', '299880', '6158548', '6969778', '6795304', '315987', '415107']"
300781,"['233910', '117075', '92524', '6966402', '309919', '6968339', '299880', '6965306', '6795304']"
4278109,"['4278108', '4279270', '126270', '127827', '309919', '53265', '299880']"
92524,"['117075', '233910', '6975347', '300781', '6968339', '309919', '6966402', '315987', '6158548', '6787609', '304881', '6795304', '6977612', '6965306', '6787607', '6795635']"
6969778,"['117075', '6977612', '315987', '233910', '6966402']"
305462,"['311808', '6795635', '627836']"
311808,"['6965306', '315990', '627836', '305462']"
315990,"['6965306', '311808', '6966402', '6977612']"
6965306,"['6966402', '311808', '315990', '233910', '117075', '92524', '6977612', '6968339', '300781', '53265', '6787607']"
6966402,"['6965306', '233910', '92524', '117075', '6787607', '6977612', '6158548', '300781', '6968339', '315990', '6795304', '309919', '6969778', '6787609']"
6968339,"['92524', '117075', '6795304', '6966402', '6977612', '309919', '300781', '6787609', '233910', '6965306', '315987', '304881']"
102729,"['416168', '117075']"
117075,"['92524', '300781', '233910', '309919', '6968339', '6966402', '6787607', '6965306', '6795304', '6158548', '304881', '6787609', '6969778', '315987', '53265', '6977612', '71738', '702050', '102729', '6975347']"
811750,"['269439', '1098043', '304881', '702050']"
67179,"['53265', '775014', '233910', '415107']"
53265,"['67179', '299880', '4278109', '126270', '4279270', '117075', '4278108', '309919', '775014', '6965306']"
775014,"['67179', '53265']"
127827,"['4278108', '4278109', '4279270', '309919', '126270', '299880']"
126270,"['4279270', '4278109', '4278108', '127827', '53265', '309919']"
5775786,"['5775787', '5527240', '4805001', '5824062']"
5527240,"['5775786', '4805001']"
6068183,"['6035643', '6035644']"
6035643,"['6068183', '6035644', '5664206']"
6035644,"['5664206', '6035643', '6068183']"
5664206,"['6035644', '6035643', '4558009', '5288762', '5044758']"
5775787,"['5775786', '5824062', '4805001']"
5269244,[]
5289362,"['5289385', '5044758', '5288762']"
5289385,"['5044758', '5289362', '4558009', '4805001']"
4558009,"['5044758', '4805001', '5289385', '5664206', '5128354']"
191639,[]
186640,"['186639', '204932', '191640']"
186639,"['186640', '191640', '204932', '191642']"
172515,"['1202019', '1202020', '4824289', '4209578', '701363', '701364', '4356572']"
191640,"['191642', '186639', '186640']"
191642,"['191640', '186639']"
1202019,"['1202020', '172515', '4824289', '4209578', '701364', '701363', '109833']"
1202020,"['1202019', '172515', '4824289', '4209578', '701364', '701363', '618900', '4356572', '4356571']"
4209578,"['4824289', '1202019', '1202020', '172515', '701363', '701364', '1117030', '418074', '649658']"
4944625,[]
418074,"['649658', '701364', '701363', '4824289', '4209578']"
649658,"['418074', '701364', '4824289', '701363', '4209578']"
4824289,"['1202019', '4209578', '701363', '1202020', '701364', '172515', '418074', '109833', '649658', '4360946']"
344328,"['328516', '650151', '357438', '217006', '6938979', '277924', '567240', '329287', '6681817']"
357438,"['328516', '344328', '277924', '650151', '6938979', '217006', '567240', '6309861', '7241050', '6736130', '329287', '6826726', '6681817', '4530317', '3884631', '6749866']"
103883,"['115892', '618900']"
4356572,"['4356571', '6799523', '7350172', '1202020', '618900', '172515']"
1117030,"['201645', '4209578']"
1141379,[]
201645,"['1117030', '914894']"
618900,"['6799523', '4356571', '6924936', '1202020', '4356572', '511932', '914894', '103883']"
150426,[]
115892,['103883']
511941,['511942']
511942,"['511941', '457750']"
7350172,"['4356571', '6799523', '4356572']"
162790,['10605441']
10605441,['162790']
914894,"['511932', '201645', '618900']"
511932,"['6924936', '7017713', '914894', '618900']"
4356571,"['4356572', '618900', '7350172', '6799523', '1202020']"
7358795,[]
7017713,"['511932', '6924936']"
5697984,['5774266']
4372293,"['1244421', '1113066', '167099', '1097576']"
1059102,"['331320', '177979']"
4530317,"['329287', '357438', '167099']"
4360946,"['1069997', '5131013', '4824289']"
1097576,"['167099', '4372293']"
650151,"['328516', '344328', '357438', '567240', '6938979', '217006', '277924', '7241050', '38260', '329287', '6933459']"
627836,"['311808', '305462']"
1069997,['4360946']
1244421,"['4372293', '1113066', '167099']"
328516,"['357438', '344328', '650151', '6938979', '567240', '277924', '329287', '6826726', '217006', '7241050', '6736130', '3884631', '6309861', '6681817']"
217006,"['357438', '344328', '567240', '328516', '650151', '277924', '329287', '6938979']"
329287,"['328516', '567240', '282607', '344328', '357438', '650151', '4530317', '277924', '217006', '925079', '6938979']"
701356,[]
268636,['925079']
925079,"['268636', '329287']"
1054823,[]
331320,"['1059102', '177979']"
16749144,"['16749142', '4355374']"
16749142,['16749144']
16592748,"['6987649', '379866', '331321', '361692']"
6987649,"['16592748', '379866', '5288365', '1090602', '331321', '4156359', '789339', '299457', '361694', '361692', '816785', '361693']"
101520,['4572720']
96092,['410019']
379866,"['361693', '331321', '350851', '6987649', '361692', '16592748', '299457', '791929', '789339', '361694', '5288365', '4550818']"
361694,"['361693', '1090602', '299457', '361692', '5288365', '331321', '379866', '6987649', '350851']"
361693,"['379866', '350851', '331321', '361694', '361692', '299457', '791929', '789339', '6987649']"
331321,"['379866', '361693', '5288365', '350851', '6987649', '16592748', '791929', '361694', '361692', '789339', '299457']"
4156359,"['16659522', '5288365', '1090602', '6987649']"
1090602,"['5288365', '361694', '6987649', '299457', '4156359', '410019']"
14173001,"['14074387', '14077507']"
4559594,"['4576014', '4943172', '4901355', '4630612', '4717511', '5237898', '1059152', '4598290', '4919748']"
4894690,"['4924969', '4555406', '4350343', '4576230']"
364484,"['770449', '770450', '4528605', '1088825']"
1100605,['1100606']
174079,['172901']
821935,[]
10278,[]
318651,"['1103150', '4604640', '318646']"
762025,[]
5288365,"['1090602', '331321', '6987649', '789339', '4156359', '361694', '379866', '816785', '299457', '361692']"
410019,"['96092', '1090602']"
350851,"['791929', '789339', '361693', '379866', '331321', '361692', '299457', '361694', '1093171']"
816785,"['5288365', '6987649']"
